text,source,lang
"For 1,000 Troops, There Is No Going Home The roster of the dead in Iraq is a portrait of a military in transition, with ever-widening roles and costs for the country's part-time soldiers, women and Hispanics.",ag_news:world,en
Australias conservatives handed historic free rein to impose &lt;b&gt;...&lt;/b&gt; SYDNEY - Prime Minister John Howard looked set Sunday to hold the most powerful mandate of any Australian leader in a generation after weekend elections handed him effective control of both houses of parliament and free rein to impose his conservative,ag_news:world,en
"Suicide Bomber Kills at Least 18 in Pakistani Mosque A suicide bomber killed at least 18 people in a mosque packed with worshippers and wounded more than 40 during Friday prayers in the eastern Pakistani city of Sialkot, police said.",ag_news:world,en
"British Airways cancels additional flights LONDON, August 27 (New Ratings) - British Airways (BAI1.FSE) announced its plans today to cancel 24 additional flights in the next few days.",ag_news:world,en
"Putin tightens grip on regions and MPs President Vladimir Putin made constitutional changes yesterday designed to increase his personal control of the regions and parliament, saying the government needed quot;strengthening quot; because it had failed at Beslan in its fight against terrorism.",ag_news:world,en
"Mitterrand furniture sale to help son in distress (AFP) AFP - A Paris auction of furniture belonging to late French president Francois Mitterrand has raised 80,200 euros (102,000 dollars), most of which is to go to help a son of the former leader who is drowning under waves of criminal allegations.",ag_news:world,en
Pakistan #39;s Musharraf sees chance for #39;peaceful coexistence #39; with &lt;b&gt;...&lt;/b&gt; Pakistani President Pervez Musharraf said here Monday that he looks forward to quot;a peaceful coexistence quot; with India as the nuclear-armed neighbors seek to push their peace process forward.,ag_news:world,en
"Vietnam vet springs to Kerry's defense (AFP) AFP - Democratic White House hopeful John Kerry's efforts to refute charges that he embellished his Vietnam War record got a boost, as a fellow veteran said some of the accusations were untrue.",ag_news:world,en
Blair returns to Downing Street after heart trouble HAMISH ROBERTSON: British Prime Minister Tony Blair has returned to Downing Street after undergoing hospital treatment for a heart ailment.,ag_news:world,en
"First Hizbollah drone enters Israeli airspace The Lebanese militant group Hizbollah announced on Sunday that it had sent its first reconnaissance drone into Israeli airspace earlier in the day, in response to repeated Israeli violations of Lebanese airspace.",ag_news:world,en
"US hails al-Qaida death, but wants more The US State Department lauded Pakistan #39;s killing of a top al-Qaida member, but said more was needed. It #39;s an important development, department deputy spokesman Adam Ereli said.",ag_news:world,en
"Blasts kill 39 in central Pakistan Two bombs exploded at a religious gathering in Pakistan early Thursday, killing at least 39 people and injuring over 100, police.(Xinhua/AFP Photo).",ag_news:world,en
North Korean Defectors intrude into Japanese School in Beijing It has been learned that 29 North Korean defectors intruded into a Japanese school in Beijing on Wednesday. A source in Beijing who is familiar with information on North Korea said about 30 North Korean defectors,ag_news:world,en
Iraq to stick to election timetable: Iraqi PM Visiting Iraqi interim Prime Minister Iyad Allawi said Sunday his government was going to stickto the January election timetable despite the unstable situation in the country,ag_news:world,en
"Aristide Backers Riot for 3rd Day in Haiti; Death Toll Rises to 7 Supporters of Haiti #39;s ousted president, Jean-Bertrand Aristide, threw stones and fired guns on streets littered with debris and overturned cars on",ag_news:world,en
"DoCoMo in Motorola 3G talks Japanese mobile phone company DoCoMo is in talks to buy 3G handsets from Motorola, the world's second largest handset maker.",ag_news:world,en
"Blair Calls for EU Reaction Force for Africa Clashes (Update3) UK Prime Minister Tony Blair called for the European Union to develop the capability by next year to deploy troops to Africa within 10 days as part of plans to fight poverty, disease and war in the region.",ag_news:world,en
Commandos set to storm Mosul MOSUL: Iraqi commandos backed by US troops were preparing to storm insurgent strongholds in the city of Mosul yesterday as US-led forces continued their bid to clear the city of rebels.,ag_news:world,en
Football: Glazer 'eyes Man U bid' American tycoon Malcolm Glazer is reportedly poised to launch a takeover bid for Manchester United.,ag_news:world,en
"9 Bodies Found in Group Suicides in Japan A partially covered van, in which seven young men and women were found dead, is seen at a police station in Chichibu, north of Tokyo, Tuesday, Oct. 12, 2004.",ag_news:world,en
"Ukraine aims to control poison probe KIEV -- Ukraine's outgoing government sought yesterday to control the inquiry into the poisoning of presidential candidate Viktor Yushchenko, with officials close to the government taking charge of both investigations into who tried to harm or kill the leader of the Orange Revolution.",ag_news:world,en
"Iraqi forces #39;seize Haifa Street terrorist #39; Iraqi security forces today arrested a suspected terrorist operating on Baghdad #39;s blood-soaked Haifa Street, an Iraqi commander said.",ag_news:world,en
"African leaders sign Great Lakes peace pact African leaders have signed a UN-backed peace framework for the Great Lakes region, but quickly admitted it might be difficult to implement amid ethnic violence, poverty and political mistrust.",ag_news:world,en
"""Greed and arrogance,"" made Rod Stewart keep concert deposit, court hears (AFP) AFP - Raspy-voiced British Rock star Rod Stewart kept a 780,000-dollar cash advance made for an abortive concert tour out of quot;greed and arrogance, quot; a Los Angeles court has been told.",ag_news:world,en
"German fringe parties make gains Parties on the far right and left made gains in two state elections Sunday in Germany, with voters delivering a rebuke to Chancellor Gerhard Schroeder #39;s Social Democrats as he tries to rein in German welfare programs.",ag_news:world,en
"Daschle packs up after 26 years on Hill (USATODAY.com) USATODAY.com - His elegant, red-walled Capitol office is filled with boxes of memorabilia and photos and artwork in bubble wrap. At the end of this week, Senate Minority Leader Tom Daschle, D-S.D., will close the doors for the last time and leave behind the view of the National Mall that he has enjoyed for a decade.",ag_news:world,en
"Suicide bomber kills 20 outside Kirkuk police academy A suicide attacker detonated a car bomb yesterday outside a police academy in Kirkuk, a city in northern Iraq, as hundreds of trainees and civilians were leaving for the day, killing at least 20 people and wounding 36, authorities said.",ag_news:world,en
"U.S. Sees Possible Attacks in Uzbekistan (Reuters) Reuters - The State Department said on Tuesday\it had information that ""terrorists may be planning to launch\new attacks"" in Uzbekistan around the time of Uzbek\Independence Day celebrations in early September.",ag_news:world,en
Annan terms iraq war illegal; says credible elections unlikely United Nations: UN Secretary General Kofi Annan has termed the US-led invasion of Iraq quot;illegal quot; as it contravened the world body #39;s charter and said he feared quot;credible quot; elections in that country as planned were unlikely to take place given the present,ag_news:world,en
"Samarra residents angry over civilian death toll SAMARRA (Iraq) - Bloodied by weeks of suicide bomb attacks and assassinations, Iraqi security forces emerged on Sunday to patrol the streets of Samarra after a morale-boosting victory in this Sunni Triangle city.",ag_news:world,en
"Rwandan president again hints at military action against rebels in Congo (Canadian Press) Canadian Press - KIGALI, Rwanda (AP) - Rwanda's President Paul Kagame said Saturday he has not ruled out sending troops to eastern Congo if Hutu rebels continue to threaten his country.",ag_news:world,en
"Hurricane Ivan Damages Parts of Barbados ST. GEORGE #39;S, Grenada Sept. 7, 2004 - Packing ferocious winds, Hurricane Ivan made a direct hit on Grenada Tuesday, blasting apart scores of homes and hurling hundreds of the island #39;s landmark red zinc roofs through the air.",ag_news:world,en
Peacekeepers in S. Ossetia will disarm militia TSKHINVALI. Aug 20 (Interfax) - Russian peacekeepers deployed in South Ossetia plan to collect weapons from militia units in Ossetian and Georgian villages in the self-proclaimed republic.,ag_news:world,en
"Bush was allegedly targeted Marxist rebels tried to organize an assassination attempt against President Bush during his visit to the port city of Cartagea last week, a top Colombian official said yesterday.",ag_news:world,en
Supreme Court Bars Anti-Abortion Group Ad (AP) AP - The Supreme Court declined Tuesday to allow a Wisconsin anti-abortion group to run political ads this fall that criticize Democrats.,ag_news:world,en
Bearhug Politics: Careful Steps to a New Bush-McCain Alliance George W. Bush and John McCain's bearhug and smooch on the campaign trail last week was one of the odder embraces in politics in a long while.,ag_news:world,en
"Blast Hits Heavily Fortified Baghdad Area (AP) AP - An explosion Thursday hit the heavily fortified Green Zone, home to Iraqi government offices and the U.S. Embassy in central Baghdad, sending up a plume of gray smoke.",ag_news:world,en
Pakistan reveals al-Qaeda plot ISLAMABAD - Pakistan has revealed dramatic plans of an al-Qaeda-linked group of terrorists to launch suicide attacks on key government leaders and the US Embassy earlier this month.,ag_news:world,en
"UN force in Congo gets a boost Britain, France and the US have agreed to a 5,900 increase in the strength of the UN force in the Democratic Republic of Congo, fewer than half the reinforcements requested by the secretary general, Kofi Annan.",ag_news:world,en
"Gaza strike kills two militants Two Islamic Jihad militants are killed in an Israeli air raid in the Gaza Strip, Palestinian officials say.",ag_news:world,en
North Korea #39;s number two leader in China amid pessimism over &lt;b&gt;...&lt;/b&gt; BEIJING (AFP) - A North Korean delegation headed by the Stalinist state #39;s number two leader arrived in China amid faltering attempts to resolve the standoff over the North #39;s nuclear weapons program.,ag_news:world,en
"Militants increase support for Abbas JERUSALEM -- Mahmoud Abbas, the leading candidate for the presidency of the Palestinian Authority in next Sunday's elections, appears to be winning support of a key constituency: Palestinian militants and their supporters.",ag_news:world,en
"Democrats Say They'll Assume Watchdog Role Complaining about G.O.P. oversight of taxpayer money, Senate Democrats said they would hold hearings of their own.",ag_news:world,en
Reporters Put Under Scrutiny in C.I.A. Leak The investigation of the disclosure of C.I.A. agent Valerie Plame's identity seems to have been both exhaustive and inconclusive.,ag_news:world,en
Egyptians lash out at Israel in protest CAIRO -- Egyptians enraged at Israel's mistaken killing of three border policemen protested yesterday after Friday prayers at Cairo's main mosque under a banner that read: quot;The pigs' apology doesn't quench our rage. quot;,ag_news:world,en
"Japan Princess to Marry Municipal Official - Media TOKYO (Reuters) - Princess Sayako, the 35-year-old only daughter of the Japanese emperor, is set to marry a commoner and leave the imperial family, Japanese media said on Sunday.",ag_news:world,en
"Blast Kills at Least 25 at Shiite Mosque SIALKOT, Pakistan Oct. 1, 2004 - A suicide attacker carrying a bomb in a briefcase struck a Shiite mosque crammed with hundreds of worshippers in eastern Pakistan, killing at least 25 people and wounding more than 50 during Friday prayers.",ag_news:world,en
"Prince William Defends Brother, Father (AP) AP - Prince William supported the oft-criticized behavior of his brother, Prince Harry, and stuck up for his father, Prince Charles, in a rare interview with the British media published Saturday.",ag_news:world,en
"AP: Militants Funding Terror With Heists (AP) AP - It started with a robbery, but the gang that burst into a branch of Al-Habib Bank in this teeming port city had no interest in striking it rich, and the university graduate driving the getaway car was just getting started on a master plan for terror.",ag_news:world,en
Hoon visits British troops in Iraq British Defence Secretary Geoff Hoon visited his country #39;s troops in Iraq today and said he saw no reason to delay next month #39;s elections as preparations are on track.,ag_news:world,en
"Taking on Sadr City in a Pickup Truck The convoy stopped in a single-file line: a half-dozen US armored military vehicles and one gray Nissan pickup truck, all of them idling in a dirt lot in the insurgent-controlled slum called Sadr City.",ag_news:world,en
"Group Seeks Union Election Spending Probe (AP) AP - An anti-union group is urging the Federal Election Commission to investigate one of the largest unions in the country, claiming the Service Employees International Union unlawfully spent workers' dues to elect Democrats in last week's election.",ag_news:world,en
Bush Campaign's Top Outside Lawyer Resigns An election lawyer for President Bush also has been advising a veterans group running TV ads against John Kerry.,ag_news:world,en
"Gunmen Take Three Hostage at Ugandan Ministry (Reuters) Reuters - A small group of suspected\gunmen stormed Uganda's Water Ministry Wednesday and took three\people hostage to protest against proposals to allow President\Yoweri Museveni for a third term.\Police and soldiers with assault rifles cordoned off the\three-story building, just 328 feet from Uganda's parliament\building in the capital Kampala.",ag_news:world,en
Clash over prisoners exposes power struggle The confusion yesterday over whether two quot;high-value quot; women prisoners being held in Iraq would be released has underlined the limits of the interim government #39;s authority.,ag_news:world,en
"Handle With Care: Moving the Modern The deputy director for exhibitions relived her two-and-a-half-year race to transport, store and reinstall the Modern's collection in time for the museum's reopening on Saturday.",ag_news:world,en
"China to Introduce Anti-Secession Law, Eyes Taiwan BEIJING (Reuters) - China is to introduce legislation against secession, state media reported on Friday, a move analysts have said is aimed at mandating eventual reunification with rival Taiwan.",ag_news:world,en
"Iraq's Allawi Takes Call-In Questions (AP) AP - Interim Prime Minister Ayad Allawi simply smiled during the live television show when a man called to praise terrorist mastermind Abu Musab al-Zarqawi. The Iraqi leader then moved on, offering to find information about a woman's detained son and see why a student didn't get into the graduate program of his choice.",ag_news:world,en
"Putin, on eve of visit to China, says Russia will pursue national interest (Canadian Press) Canadian Press - MOSCOW (AP) - On the eve of a three-day visit to China, Russian President Vladimir Putin said Moscow would take its foreign partners' needs into account when building energy pipelines in the Far East but would proceed on the basis of its own national interests.",ag_news:world,en
"United States should rethink its role in the Middle East What a sad story. When innocent children become targets - Palestinian and Israeli children who don #39;t have bombs strapped to them, who are sitting inside homes or on buses - and we accept this without protest",ag_news:world,en
"Israel anxious to help moderate post-Arafat Palestinian leadership JERUSALEM, Nov 15 (AFP) - Israel is looking on anxiously at the unfolding struggle to fill the void left by Palestinian leader Yasser Arafat #39;s death, keen to assist moderate elements to ensure a peaceful transition of power.",ag_news:world,en
"Rebel group wants Darfur region under international protection (AFP) AFP - A main rebel group in Darfur has called for the war-torn region of west Sudan to be placed under international protection, in a letter to British Prime Minister Tony Blair, a copy of which was faxed to AFP.",ag_news:world,en
"Grenade blast in Kashmir wounds six (Reuters) Reuters - Separatist militants threw a grenade at a paramilitary picket in Indian Kashmir on Wednesday, wounding six civilians, a police officer said.",ag_news:world,en
"Chechen police seize 7 rebels Russian military forces have struck back at Chechen rebels who attacked a police station in Grozny, and arrested seven men. Ilya Shabalkin, the spokesman for Russian forces in",ag_news:world,en
"Three Foreigners Kidnapped in Afghanistan KABUL (Reuters) - Three foreign election workers were kidnapped by armed men in the Afghan capital Kabul on Thursday, government officials said.",ag_news:world,en
"Fox fires police chief over mob attacks In addition to relieving Mexico City #39;s top cop Marcelo Ebrard of his duties, the president also let go Jos Luis Figueroa, director of the Federal Preventative Police.",ag_news:world,en
"British Party Meeting to Focus on Iraq War Description: NPR #39;s Jennifer Ludden talks with Colin Brown, deputy political editor of Britain #39;s newspaper The Independent, about the upcoming Labour Party Conference in Brighton.",ag_news:world,en
"British Hostage #39;s Mom Pleads for His Life LONDON Sept. 23, 2004 - The 86-year-old mother of a Briton held hostage in Iraq pleaded with his captors to free him Thursday, days after they beheaded two Americans kidnapped along with him.",ag_news:world,en
Cambodia prepares to welcome new king PHNOM PENH - Cambodians were celebrating Friday as a 51-year-old former ballet dancer prepared to become the country #39;s new king.,ag_news:world,en
"Pakistan, Afghanistan vow to curb terrorism as Karzai meets Musharraf (AFP) AFP - Afghan President Hamid Karzai met with Pakistan President Pervez Musharraf for talks on eradicating Al-Qaeda and Taliban fighters from their common border, a key issue in his bid for re-election.",ag_news:world,en
Scots count cost of plastic bags Scots DIY enthusiasts will now pay for plastic bags as a big chain tries to cut pollution.,ag_news:world,en
Burundi Army Says Might Enter Congo After Massacre BUJUMBURA (Reuters) - The Burundi army said on Tuesday it might cross into neighboring Congo to pursue rebels and militia it blames for massacring 160 Congolese Tutsi refugees at a camp in western Burundi.,ag_news:world,en
White House reacting cautiously to Putin nuclear missile remark WHITE HOUSE The White House is reacting cautiously to Vladimir Putin #39;s announcement that Russia #39;s developing an entirely new nuclear missile.,ag_news:world,en
"Kerry hints at possible 2008 White House run: reports (AFP) AFP - Defeated Democratic presidential candidate John Kerry has hinted that he could make another run for the White House in 2008, press reports said.",ag_news:world,en
"US defector surrenders Saluting and standing at attention, accused American army deserter Charles Jenkins surrendered to US military authorities at a base near Tokyo, today, to face charges that he left his unit in 1965 and defected to North Korea.",ag_news:world,en
"Nuclear waste shipment rolls toward German storage site after &lt;b&gt;...&lt;/b&gt; German police stands guard along the rails as the castor transport of nuclear waste passes by Dahlenburg, near Lueneburg, northern Germany, on Tuesday, Nov. 13, 2001 on its way to the interim nuclear depot in Gorleben.",ag_news:world,en
"Captors Execute British Hostage FALLUJAH, Iraq, Oct 8 (MASNET amp; News Agencies) - Militants executed British hostage Kenneth Bigley, it was announced, bringing a tragic end to a three-week ordeal, while US planes bombed a suspected hideout of another militant blamed for beheading several",ag_news:world,en
Japanese PM stands firm on hostage demand Japan #39;s prime minister today refused to bend to demands by militants who have taken a Japanese civilian hostage in Iraq and threatened to behead him unless Tokyo withdraws its soldiers.,ag_news:world,en
"Earthquake Shakes Romania; No Injuries (AP) AP - A strong earthquake with a preliminary magnitude of 5.8 shook Romania late Wednesday, Romania's Earth Physics Institute said. Authorities said there were no immediate reports of injuries or damage.",ag_news:world,en
Britain to host Mideast peace summit The British Daily Telegraph newspaper reported on Monday that Britain would host an international peace conference on the Middle East in London early next year after winning an agreement from the United States.,ag_news:world,en
"Hopes rise for French hostages in Iraq Hopes that Islamic militants will soon free two French hostages in Iraq are rising, despite confusion over which group is now holding them.",ag_news:world,en
"Honolulu Residents Vote for Mayor (AP) AP - Duke Bainum outspent Mufi Hannemann in Honolulu's most expensive mayoral race, but apparently failed to garner enough votes in Saturday's primary to claim the office outright.",ag_news:world,en
UN Threatens Sudan with Sanctions on Darfur Abuses UNITED NATIONS (Reuters) - The U.N. Security Council adopted a resolution on Saturday threatening Sudan with sanctions if it did not stop atrocities in the western Darfur region where Arab militias are terrorizing African villagers.,ag_news:world,en
"BOJ keeps policy ultra-easy The Bank of Japan left its ultra-easy monetary policy unchanged on Thursday, showing it was still committed to fighting deflation.",ag_news:world,en
Bush administration seeks clarification of Israeli officials #39; &lt;b&gt;...&lt;/b&gt; The Bush administration expressed confidence Thursday that Israeli Prime Minister Ariel Sharon intends to quot;move forward quot; on peacemaking with the Palestinians after he withdraws Jewish settlers and Israeli troops from Gaza.,ag_news:world,en
"Teheran tries to rewrite EU deal on nuclear programme By Damien Mcelroy in Vienna and Philip Sherwell in Washington. Iran #39;s rulers want to revise a deal part-brokered by Britain to suspend their nuclear weapons programme, throwing the agreement into doubt just",ag_news:world,en
"Nigeria fuel price strike starts Astana - London. October 11. KAZINFORM refers to BBC News - Fuel price rises have hit many Nigerians very hard. A four-day general strike over rising fuel prices has begun in Nigeria, Africa #39;s largest oil producer.",ag_news:world,en
"U.N. Panel: Cambodia Could Be Terror Haven (AP) AP - Cambodia needs urgent help if it is to avoid becoming a ""breeding ground for terrorism,"" the chairman of the Security Council's committee on al-Qaida said Friday.",ag_news:world,en
"Son Seeks to Persuade Cambodian King Not to Quit PHNOM PENH (Reuters) - Cambodian King Norodom Sihanouk appears determined to retire, his son said on Saturday before heading to Beijing in a bid to persuade the 81-year-old monarch to change his mind about abdicating.",ag_news:world,en
Arafat's Lieutenants to Fly to Paris to See Him PARIS (Reuters) - Yasser Arafat's senior deputies were to fly to France on Monday hoping to visit the critically ill Palestinian president after approving a plan for maintaining law and order in the West Bank and Gaza.,ag_news:world,en
"Heavy clashes in Ramadi as troops buildup offensive to retake the insurgent-held cities has begun on the eve of the US presidential election. company #39;s office in Baghdad, the Interior Ministry said on Monday.",ag_news:world,en
"China 'no longer needs food aid' \The head of the UN World Food Programme says China should start giving, rather than receiving, food aid.",ag_news:world,en
"After terror and invasion, Afghans vote (AFP) AFP - Three years after the September 11 attacks on the United States changed the course of Afghanistan's history, the shattered nation votes Saturday in unprecedented presidential elections.",ag_news:world,en
What future for the Palestinians? The death of their symbol could force the Palestinians to choose between negotiating for the best deal they can get or continue fighting for a dream.,ag_news:world,en
"Two Iraqis, US soldier killed in suicide car bomb attack on US &lt;b&gt;...&lt;/b&gt; MOSUL, Iraq, Oct 11 (AFP) - Two Iraqis and a US soldier were killed and 27 others wounded in a suicide car bomb attack Monday against a military convoy in the northern city of Mosul, medics and the US military said.",ag_news:world,en
"Marines Welcome Arrival of British #39;Black Watch #39; Regiment FORWARD OPERATING BASE KALSU, Iraq, Nov. 1, 2004 -- A British armored battle group of about 850 soldiers, led by the 1st Battalion of the Black Watch Regiment, has deployed from Basra, Iraq, to an area south",ag_news:world,en
Chirac tour falls flat for French President Jacques Chirac has been busy talking up the advantages of trade with France on his current Asian tour - but back home the newspapers have been lukewarm on his performance.,ag_news:world,en
France Asks Arabs to Help Free Kidnapped Journalists in Iraq The French government's appeal set in motion a swell of solidarity unseen in previous hostage dramas in Iraq.,ag_news:world,en
"Close US-Australia Ties Could Be In for a Jolt After the Sept. 11 terrorist attacks, Australia #39;s Prime Minister John Howard told the US Congress, quot;America has no better friend anywhere in the world than Australia.",ag_news:world,en
"French Hostages Said Alive, Headscarf Ban Enforced BAGHDAD/PARIS (Reuters) - A French Muslim delegation in Iraq said Thursday they had proof that two French hostages held by Islamic militants were alive, even though France refused to lift a ban on Muslim headscarves as the school year began.",ag_news:world,en
"Spending slow on Iraq rebuilding, report says WASHINGTON -- Less than 7 percent of the \$18.4 billion that Congress approved last year to rebuild Iraq has been spent, the Bush administration said yesterday in its latest report on progress there.",ag_news:world,en
"19 Iraqis Killed in Car Bombing Insurgents pressed their campaign against Iraqi security forces, killing 18 members of the Iraqi National Guard and a civilian.",ag_news:world,en
"Large Explosions Rock Fallujah US Marines fired artillery rounds at militants in this Sunni insurgent stronghold west of Baghdad on Friday, the military and witnesses said.",ag_news:world,en
"FEC Says Corzine Can Give Unlimited Funds (AP) AP - Wealthy members of Congress can give unlimited amounts of their own money to groups for get-out-the-vote drives even though they are barred from raising big checks for their campaigns or others, election officials said Thursday.",ag_news:world,en
"Cricket: Aussies watch India tumble Australia take control of the first Test, reducing India to 150-6 after posting 474.",ag_news:world,en
"High Court to Hear ISP, Cable Dispute (AP) AP - The Supreme Court said Friday it would consider whether Internet providers should be allowed to sell their high-speed service over the cable television system.",ag_news:world,en
"Sporadic Violence in Bangladesh After Rally Attack DHAKA (Reuters) - Angry mobs ransacked a railway station and burned train coaches in Bangladesh on Sunday, officials said, as sporadic violence erupted after grenade attacks on an opposition party rally killed at least 17 people.",ag_news:world,en
"Seven Iraqis Die in Falluja Battles, Baghdad Attack US jets bombed Falluja Sunday and troops fought rebels accused of shielding foreign fighters led by Abu Musab al-Zarqawi, America #39;s top foe in Iraq.",ag_news:world,en
"Afghan deal to free UN hostages NEGOTIATORS claim to have secured a deal to free Annetta Flanigan, the kidnapped United Nations official, and her two colleagues in Afghanistan.",ag_news:world,en
"Vibrating sex toy shuts Australian airport MACKAY, AUSTRALIA - A vibrating sex toy tossed in a garbage can shut down operations at an Australian airport for about an hour on Monday.",ag_news:world,en
"Iran rejects EU nuclear proposal TEHRAN: Iran on Sunday described a European proposal aimed at ending a nuclear standoff as unbalanced and rejected its demands that the Islamic republic halt all uranium enrichment activities, a foreign news agency reported.",ag_news:world,en
"China blasts US arms sales to Taiwan After a meeting with Secretary of State Colin Powell, China #39;s top diplomat accused the United States on Thursday of endangering peace in the Taiwan Straits by selling weapons to Taiwan.",ag_news:world,en
"Polish hostage freed in Iraq already in Warsaw A Polish woman kidnapped in Iraq last month has been freed and flown to Poland and said she was treated well, raising hopes for other foreign hostages.",ag_news:world,en
"Iceland Offers Shelter to Fugitive Chess Player Fischer (Reuters) Reuters - Fugitive chess master Bobby\Fischer has been offered a new home in Iceland, where he won a\classic victory in 1972, but it is unclear whether he will be\able to make the move from his detention in Japan.",ag_news:world,en
Iran says it has produced gas for nuclear enrichment TEHRAN -- Iran said yesterday it has processed several tons of raw quot;yellowcake quot; uranium to prepare it for enrichment -- a key step in developing atomic weapons -- in defiance of the UN nuclear watchdog agency.,ag_news:world,en
Rebel Leader Says Haiti Must Meet Demands (AP) AP - A rebel leader said Tuesday that Haiti's U.S.-backed interim government must meet demands to rebuild the storm-devastated city of Gonaives or face a revolt like that which drove out President Jean-Bertrand Aristide.,ag_news:world,en
"Triumphant Olympics End With Pride, Relief ATHENS, Greece - Efharisto! A nervous world learned the Greek word for thank you and repeated it endlessly at an astonishingly successful Athens Olympics that quelled fears, surprised skeptics and greatly honored the birthplace of the games. Fireworks and spectacular lighting kicked off the closing ceremony Sunday night, a two-hour extravaganza of folk dancing and music in the Olympic tradition that summed up the glee and relief the games brought to Greece...",ag_news:world,en
"RCMP are looking into explosive comments made by Vancouver Muslim cleric (Canadian Press) Canadian Press - VANCOUVER (CP) - RCMP and Vancouver police are investigating explosive comments made by a Vancouver Muslim cleric who has preached the virtues of ""offensive jihad"" and called Jews ""the brothers of monkeys and swine.""",ag_news:world,en
"Assam flash floods toll mounts to 70 GUWAHATI: Nine bodies were recovered in Assam #39;s Goalpara district on Sunday morning taking the death toll in the current flash floods in the state to 70, official sources said.",ag_news:world,en
"US envoy tells Ukraine leaders to hold fair vote (AFP) AFP - A top US senator met outgoing Ukrainian President Leonid Kuchma to urge him to ensure a fair presidential election at the weekend, amid opposition warnings of massive vote-rigging to ensure victory for Kuchma's protege.",ag_news:world,en
"For Native Alaskans, Tradition Is Yielding to Modern Customs Centuries-old traditions in Gambell, a village of 700, have been slipping away, as one of the most remote villages on earth finally contends with the modern world.",ag_news:world,en
"Arafat death: French minister says no reason to suspect poisoning (AFP) AFP - French Health Minister Philippe Douste-Blazy said that there was no reason to suspect poisoning in the death of Palestinian leader Yasser Arafat in a Paris hospital last week, in response to a question during a French radio interview.",ag_news:world,en
"Call for Demonstrations Falls on Deaf Ears JEDDAH, 17 December 2004 - A call by London-based dissident, Saad Al-Faqih, to his followers to stage anti-government demonstrations across the Kingdom fell on deaf ears yesterday.",ag_news:world,en
"Report May Undercut Bush's Iraq Rationale (AP) AP - The final report of the chief U.S. arms inspector for Iraq was expected to undercut a principal Bush administration rationale for removing Saddam Hussein, that Saddam's Iraqi government had weapons of mass destruction.",ag_news:world,en
"Voter Discontent May Hurt Afghan Leader (AP) AP - President Hamid Karzai rarely misses an opportunity to laud Afghanistan's 3 million former refugees for ""voting with their feet"" by returning to support their homeland's budding democracy.",ag_news:world,en
"India cuts troops numbers in Srinagar A battalion of Indian Army soldiers has pulled out of Kashmir #39;s summer capital Srinagar, marking the first withdrawal from the urban hub of insurgency in the Himalayan state.",ag_news:world,en
"Russia Sends Troops to Guard Nuclear Sites (Reuters) Reuters - Russia deployed extra troops to guard\dozens of nuclear facilities across the country on Wednesday\after militants seized a school in the south and a suicide bomb\attack in Moscow, the nuclear authority said.",ag_news:world,en
"French Soldiers Clash with Gunmen in Ivory Coast ABIDJAN (Reuters) - French troops traded fire with gunmen who attacked them in northern Ivory Coast on Tuesday, the French army said -- the latest challenge to peacekeepers shoring up a peace deal in the divided West African country.",ag_news:world,en
"Engineer Builds Robot That Walks on Water PITTSBURGH - It could be called a mechanical miracle - a robot that walks on water. With inspiration from nature and some help from research at the Massachusetts Institute of Technology, a research team led by Carnegie Mellon engineering assistant professor Metin Sitti has built a tiny robot that can walk on water, much like insects known as water skimmers, water skaters, pond skaters or Jesus bugs...",ag_news:world,en
"Yankees Lead BoSox 1-0 in Game 2 of ALCS NEW YORK - Gary Sheffield hit an RBI single, and the New York Yankees took a 1-0 lead over Pedro Martinez and the Boston Red Sox in Game 2 of the AL championship series Wednesday night. New York starter Jon Lieber allowed only one hit and a walk, stifling Boston's sluggers just as Mike Mussina did the night before...",ag_news:world,en
Northern Ireland Parties Hold Power-Sharing Talks Northern Ireland #39;s dominant Protestant and Roman Catholic political parties are holding talks aimed at restoring the British province #39;s power-sharing government.,ag_news:world,en
"Iraq Rebels Leave Najaf Shrine, Hand in Weapons NAJAF, Iraq (Reuters) - Shi'ite fighters left the holiest shrine in the Iraqi city of Najaf Friday and began turning in their weapons, after tens of thousands of pilgrims celebrated a peace agreement that ended a bloody rebellion.",ag_news:world,en
"Ailing Arafat Feeling Much Better: Aides Paris, Nov. 1 (NNN): Ailing Palestinian leader Yasser Arafat is feeling better, his aides say, as he undergoes medical examinations in a French army hospital near Paris.",ag_news:world,en
"Insurgents Attack Iraq Election Offices (Reuters) Reuters - Insurgents have launched attacks\on election offices in northern Iraq, killing two people and\wounding nine six weeks before Iraqis are due to go to the\polls.",ag_news:world,en
"New tape features bin Laden lieutenant DUBAI, United Arab Emirates -- Ayman al-Zawahri, the number two figure in Al Qaeda, appeared in a new videotape aired on Al-Jazeera yesterday, ridiculing US forces as stuck in a quagmire in Iraq and Afghanistan.",ag_news:world,en
"UK welcomes progress made by India, Pakistan : Shillong, Nov 19 : The UK today welcomed the progress made by India and Pakistan to normalise bilateral relations and said it would support this endeavour #39;only from outside #39;.",ag_news:world,en
Opposition Leader Urges Region Pressure on Mugabe (Reuters) Reuters - Zimbabwe's main opposition leader\Morgan Tsvangirai urged southern African countries on Tuesday\to put pressure on President Robert Mugabe to conduct free and\fair parliamentary elections in March.,ag_news:world,en
